temperature,date,dia_da_semana,mes_venda,temperatura_celsius,total_de_vendas
81F,"domingo, dezembro 09, 2007",dom,dez,27,44063
85F,"segunda-feira, dezembro 10, 2007",seg,dez,29,45280
84F,"terça-feira, dezembro 11, 2007",ter,dez,28,44668
80F,"quarta-feira, dezembro 12, 2007",qua,dez,26,43449
88F,"quinta-feira, dezembro 13, 2007",qui,dez,30,45882
84F,"sexta-feira, dezembro 14, 2007",sex,dez,29,45271
82F,"sábado, dezembro 15, 2007",sab,dez,27,44051
83F,"domingo, dezembro 16, 2007",dom,dez,28,44658
83F,"segunda-feira, dezembro 17, 2007",seg,dez,28,44657
86F,"terça-feira, dezembro 18, 2007",ter,dez,30,45874
84F,"quarta-feira, dezembro 19, 2007",qua,dez,29,45264
85F,"quinta-feira, dezembro 20, 2007",qui,dez,29,45264
85F,"sexta-feira, dezembro 21, 2007",sex,dez,29,45260
82F,"sábado, dezembro 22, 2007",sab,dez,27,44038
84F,"domingo, dezembro 23, 2007",dom,dez,28,44642
84F,"segunda-feira, dezembro 24, 2007",seg,dez,29,45250
83F,"terça-feira, dezembro 25, 2007",ter,dez,28,44639
85F,"quarta-feira, dezembro 26, 2007",qua,dez,29,45246
85F,"quinta-feira, dezembro 27, 2007",qui,dez,29,45246
82F,"sexta-feira, dezembro 28, 2007",sex,dez,27,44027
80F,"sábado, dezembro 29, 2007",sab,dez,26,43417
84F,"domingo, dezembro 30, 2007",dom,dez,28,44635
81F,"segunda-feira, dezembro 31, 2007",seg,dez,27,44025
86F,"terça-feira, janeiro 01, 2008",ter,jan,30,45851
83F,"quarta-feira, janeiro 02, 2008",qua,jan,28,44621
81F,"quinta-feira, janeiro 03, 2008",qui,jan,27,44007
85F,"sexta-feira, janeiro 04, 2008",sex,jan,29,45225
84F,"sábado, janeiro 05, 2008",sab,jan,28,44616
87F,"domingo, janeiro 06, 2008",dom,jan,30,45832
84F,"segunda-feira, janeiro 07, 2008",seg,jan,28,44606
80F,"terça-feira, janeiro 08, 2008",ter,jan,26,43387
83F,"quarta-feira, janeiro 09, 2008",qua,jan,28,44602
85F,"quinta-feira, janeiro 10, 2008",qui,jan,29,45204
83F,"sexta-feira, janeiro 11, 2008",sex,jan,28,44592
84F,"sábado, janeiro 12, 2008",sab,jan,28,44582
86F,"domingo, janeiro 13, 2008",dom,jan,29,45183
83F,"segunda-feira, janeiro 14, 2008",seg,jan,28,44574
82F,"terça-feira, janeiro 15, 2008",ter,jan,27,43964
83F,"quarta-feira, janeiro 16, 2008",qua,jan,28,44571
83F,"quinta-feira, janeiro 17, 2008",qui,jan,28,44555
82F,"sexta-feira, janeiro 18, 2008",sex,jan,27,43946
80F,"sábado, janeiro 19, 2008",sab,jan,26,43329
82F,"domingo, janeiro 20, 2008",dom,jan,27,43935
82F,"segunda-feira, janeiro 21, 2008",seg,jan,27,43933
82F,"terça-feira, janeiro 22, 2008",ter,jan,27,43915
81F,"quarta-feira, janeiro 23, 2008",qua,jan,27,43904
94F,"quinta-feira, janeiro 24, 2008",qui,jan,34,47985
92F,"sexta-feira, janeiro 25, 2008",sex,jan,33,47368
95F,"sábado, janeiro 26, 2008",sab,jan,34,47977
96F,"domingo, janeiro 27, 2008",dom,jan,35,48562
96F,"segunda-feira, janeiro 28, 2008",seg,jan,35,48561
94F,"terça-feira, janeiro 29, 2008",ter,jan,34,47951
92F,"quarta-feira, janeiro 30, 2008",qua,jan,33,47340
92F,"quinta-feira, janeiro 31, 2008",qui,jan,33,47339
95F,"sexta-feira, fevereiro 01, 2008",sex,fev,35,48549
91F,"sábado, fevereiro 02, 2008",sab,fev,32,46715
97F,"domingo, fevereiro 03, 2008",dom,fev,36,49151
95F,"segunda-feira, fevereiro 04, 2008",seg,fev,35,48542
96F,"terça-feira, fevereiro 05, 2008",ter,fev,35,48541
96F,"quarta-feira, fevereiro 06, 2008",qua,fev,35,48532
94F,"quinta-feira, fevereiro 07, 2008",qui,fev,34,47921
92F,"sexta-feira, fevereiro 08, 2008",sex,fev,33,47311
94F,"sábado, fevereiro 09, 2008",sab,fev,34,47916
94F,"domingo, fevereiro 10, 2008",dom,fev,34,47910
97F,"segunda-feira, fevereiro 11, 2008",seg,fev,36,49126
96F,"terça-feira, fevereiro 12, 2008",ter,fev,35,48516
96F,"quarta-feira, fevereiro 13, 2008",qua,fev,35,48516
95F,"quinta-feira, fevereiro 14, 2008",qui,fev,35,48515
93F,"sexta-feira, fevereiro 15, 2008",sex,fev,34,47902
98F,"sábado, fevereiro 16, 2008",sab,fev,36,49115
94F,"domingo, fevereiro 17, 2008",dom,fev,34,47894
96F,"segunda-feira, fevereiro 18, 2008",seg,fev,35,48503
92F,"terça-feira, fevereiro 19, 2008",ter,fev,33,47282
96F,"quarta-feira, fevereiro 20, 2008",qua,fev,35,48499
91F,"quinta-feira, fevereiro 21, 2008",qui,fev,32,46668
92F,"sexta-feira, fevereiro 22, 2008",sex,fev,33,47277
94F,"sábado, fevereiro 23, 2008",sab,fev,34,47883
92F,"domingo, fevereiro 24, 2008",dom,fev,33,47273
92F,"segunda-feira, fevereiro 25, 2008",seg,fev,33,47273
93F,"terça-feira, fevereiro 26, 2008",ter,fev,33,47270
93F,"quarta-feira, fevereiro 27, 2008",qua,fev,33,47269
94F,"quinta-feira, fevereiro 28, 2008",qui,fev,34,47878
93F,"sexta-feira, fevereiro 29, 2008",sex,fev,34,47877
92F,"sábado, março 01, 2008",sab,mar,33,47268
95F,"domingo, março 02, 2008",dom,mar,34,47876
96F,"segunda-feira, março 03, 2008",seg,mar,35,48482
95F,"terça-feira, março 04, 2008",ter,mar,35,48482
91F,"quarta-feira, março 05, 2008",qua,mar,32,46653
94F,"quinta-feira, março 06, 2008",qui,mar,34,47871
96F,"sexta-feira, março 07, 2008",sex,mar,35,48477
93F,"sábado, março 08, 2008",sab,mar,34,47868
98F,"domingo, março 09, 2008",dom,mar,36,49086
95F,"segunda-feira, março 10, 2008",seg,mar,34,47867
93F,"terça-feira, março 11, 2008",ter,mar,33,47258
94F,"quarta-feira, março 12, 2008",qua,mar,34,47863
95F,"quinta-feira, março 13, 2008",qui,mar,34,47862
93F,"sexta-feira, março 14, 2008",sex,mar,33,47252
94F,"sábado, março 15, 2008",sab,mar,34,47859
94F,"domingo, março 16, 2008",dom,mar,34,47858
94F,"segunda-feira, março 17, 2008",seg,mar,34,47855
99F,"terça-feira, março 18, 2008",ter,mar,36,49073
93F,"quarta-feira, março 19, 2008",qua,mar,34,47855
92F,"quinta-feira, março 20, 2008",qui,mar,33,47245
97F,"sexta-feira, março 21, 2008",sex,mar,36,49071
95F,"sábado, março 22, 2008",sab,mar,35,48461
93F,"domingo, março 23, 2008",dom,mar,34,47851
93F,"segunda-feira, março 24, 2008",seg,mar,34,47847
96F,"terça-feira, março 25, 2008",ter,mar,35,48455
97F,"quarta-feira, março 26, 2008",qua,mar,35,48454
95F,"quinta-feira, março 27, 2008",qui,mar,35,48453
95F,"sexta-feira, março 28, 2008",sex,mar,35,48452
92F,"sábado, março 29, 2008",sab,mar,33,47234
92F,"domingo, março 30, 2008",dom,mar,33,47234
97F,"segunda-feira, março 31, 2008",seg,mar,36,49060
76F,"terça-feira, abril 01, 2008",ter,abr,24,40591
95F,"quarta-feira, abril 02, 2008",qua,abr,34,47840
97F,"quinta-feira, abril 03, 2008",qui,abr,36,49058
96F,"sexta-feira, abril 04, 2008",sex,abr,35,48449
93F,"sábado, abril 05, 2008",sab,abr,33,47231
93F,"domingo, abril 06, 2008",dom,abr,33,47230
94F,"segunda-feira, abril 07, 2008",seg,abr,34,47836
95F,"terça-feira, abril 08, 2008",ter,abr,35,48445
96F,"quarta-feira, abril 09, 2008",qua,abr,35,48444
94F,"quinta-feira, abril 10, 2008",qui,abr,34,47835
95F,"sexta-feira, abril 11, 2008",sex,abr,34,47835
74F,"sábado, abril 12, 2008",sab,abr,23,39973
94F,"domingo, abril 13, 2008",dom,abr,34,47833
92F,"segunda-feira, abril 14, 2008",seg,abr,33,47224
91F,"terça-feira, abril 15, 2008",ter,abr,32,46614
94F,"quarta-feira, abril 16, 2008",qua,abr,34,47831
97F,"quinta-feira, abril 17, 2008",qui,abr,35,48440
75F,"sexta-feira, abril 18, 2008",sex,abr,23,39966
98F,"sábado, abril 19, 2008",sab,abr,36,49048
93F,"domingo, abril 20, 2008",dom,abr,34,47829
93F,"segunda-feira, abril 21, 2008",seg,abr,34,47829
94F,"terça-feira, abril 22, 2008",ter,abr,34,47829
93F,"quarta-feira, abril 23, 2008",qua,abr,34,47829
94F,"quinta-feira, abril 24, 2008",qui,abr,34,47827
93F,"sexta-feira, abril 25, 2008",sex,abr,33,47216
93F,"sábado, abril 26, 2008",sab,abr,33,47216
93F,"domingo, abril 27, 2008",dom,abr,33,47215
97F,"segunda-feira, abril 28, 2008",seg,abr,35,48433
96F,"terça-feira, abril 29, 2008",ter,abr,35,48430
95F,"quarta-feira, abril 30, 2008",qua,abr,35,48429
93F,"quinta-feira, maio 01, 2008",qui,mai,33,47210
93F,"sexta-feira, maio 02, 2008",sex,mai,34,47819
97F,"sábado, maio 03, 2008",sab,mai,36,49036
75F,"domingo, maio 04, 2008",dom,mai,24,40561
93F,"segunda-feira, maio 05, 2008",seg,mai,34,47818
94F,"terça-feira, maio 06, 2008",ter,mai,34,47817
97F,"quarta-feira, maio 07, 2008",qua,mai,36,49034
94F,"quinta-feira, maio 08, 2008",qui,mai,34,47815
93F,"sexta-feira, maio 09, 2008",sex,mai,34,47814
75F,"sábado, maio 10, 2008",sab,mai,23,39948
95F,"domingo, maio 11, 2008",dom,mai,34,47811
93F,"segunda-feira, maio 12, 2008",seg,mai,34,47811
92F,"terça-feira, maio 13, 2008",ter,mai,33,47201
92F,"quarta-feira, maio 14, 2008",qua,mai,33,47201
95F,"quinta-feira, maio 15, 2008",qui,mai,35,48418
75F,"sexta-feira, maio 16, 2008",sex,mai,24,40554
97F,"sábado, maio 17, 2008",sab,mai,35,48416
95F,"domingo, maio 18, 2008",dom,mai,34,47807
95F,"segunda-feira, maio 19, 2008",seg,mai,35,48415
91F,"terça-feira, maio 20, 2008",ter,mai,32,46587
94F,"quarta-feira, maio 21, 2008",qua,mai,34,47805
74F,"quinta-feira, maio 22, 2008",qui,mai,23,39941
95F,"sexta-feira, maio 23, 2008",sex,mai,35,48412
97F,"sábado, maio 24, 2008",sab,mai,36,49020
93F,"domingo, maio 25, 2008",dom,mai,33,47193
97F,"segunda-feira, maio 26, 2008",seg,mai,35,48410
95F,"terça-feira, maio 27, 2008",ter,mai,35,48409
75F,"quarta-feira, maio 28, 2008",qua,mai,24,40545
97F,"quinta-feira, maio 29, 2008",qui,mai,35,48409
92F,"sexta-feira, maio 30, 2008",sex,mai,33,47191
95F,"sábado, maio 31, 2008",sab,mai,34,47799
91F,"domingo, junho 01, 2008",dom,jun,32,46581
91F,"segunda-feira, junho 02, 2008",seg,jun,32,46580
76F,"terça-feira, junho 03, 2008",ter,jun,24,40544
91F,"quarta-feira, junho 04, 2008",qua,jun,32,46579
92F,"quinta-feira, junho 05, 2008",qui,jun,33,47187
95F,"sexta-feira, junho 06, 2008",sex,jun,35,48405
97F,"sábado, junho 07, 2008",sab,jun,36,49013
90F,"domingo, junho 08, 2008",dom,jun,32,46577
75F,"segunda-feira, junho 09, 2008",seg,jun,24,40540
72F,"terça-feira, junho 10, 2008",ter,jun,22,39321
94F,"quarta-feira, junho 11, 2008",qua,jun,34,47793
93F,"quinta-feira, junho 12, 2008",qui,jun,33,47183
96F,"sexta-feira, junho 13, 2008",sex,jun,35,48401
93F,"sábado, junho 14, 2008",sab,jun,33,47180
93F,"domingo, junho 15, 2008",dom,jun,34,47789
74F,"segunda-feira, junho 16, 2008",seg,jun,23,39926
95F,"terça-feira, junho 17, 2008",ter,jun,34,47786
97F,"quarta-feira, junho 18, 2008",qua,jun,35,48394
97F,"quinta-feira, junho 19, 2008",qui,jun,36,49003
96F,"sexta-feira, junho 20, 2008",sex,jun,35,48394
95F,"sábado, junho 21, 2008",sab,jun,34,47785
73F,"domingo, junho 22, 2008",dom,jun,22,39315
98F,"segunda-feira, junho 23, 2008",seg,jun,36,48999
95F,"terça-feira, junho 24, 2008",ter,jun,34,47781
97F,"quarta-feira, junho 25, 2008",qua,jun,35,48390
91F,"quinta-feira, junho 26, 2008",qui,jun,33,47172
90F,"sexta-feira, junho 27, 2008",sex,jun,32,46562
95F,"sábado, junho 28, 2008",sab,jun,35,48388
95F,"domingo, junho 29, 2008",dom,jun,35,48388
94F,"segunda-feira, junho 30, 2008",seg,jun,34,47778
93F,"terça-feira, julho 01, 2008",ter,jul,33,47167
93F,"quarta-feira, julho 02, 2008",qua,jul,33,47167
94F,"quinta-feira, julho 03, 2008",qui,jul,34,47773
92F,"sexta-feira, julho 04, 2008",sex,jul,33,47164
94F,"sábado, julho 05, 2008",sab,jul,34,47773
93F,"domingo, julho 06, 2008",dom,jul,34,47772
88F,"segunda-feira, julho 07, 2008",seg,jul,31,45945
94F,"terça-feira, julho 08, 2008",ter,jul,34,47770
93F,"quarta-feira, julho 09, 2008",qua,jul,33,47161
97F,"quinta-feira, julho 10, 2008",qui,jul,35,48379
92F,"sexta-feira, julho 11, 2008",sex,jul,33,47160
94F,"sábado, julho 12, 2008",sab,jul,34,47769
77F,"domingo, julho 13, 2008",dom,jul,24,40516
96F,"segunda-feira, julho 14, 2008",seg,jul,35,48376
95F,"terça-feira, julho 15, 2008",ter,jul,34,47767
95F,"quarta-feira, julho 16, 2008",qua,jul,34,47766
97F,"quinta-feira, julho 17, 2008",qui,jul,35,48375
93F,"sexta-feira, julho 18, 2008",sex,jul,33,47157
76F,"sábado, julho 19, 2008",sab,jul,24,40512
93F,"domingo, julho 20, 2008",dom,jul,33,47155
94F,"segunda-feira, julho 21, 2008",seg,jul,34,47764
94F,"terça-feira, julho 22, 2008",ter,jul,34,47763
93F,"quarta-feira, julho 23, 2008",qua,jul,34,47763
95F,"quinta-feira, julho 24, 2008",qui,jul,34,47763
93F,"sexta-feira, julho 25, 2008",sex,jul,33,47149
95F,"sábado, julho 26, 2008",sab,jul,34,47756
93F,"domingo, julho 27, 2008",dom,jul,33,47147
91F,"segunda-feira, julho 28, 2008",seg,jul,32,46537
93F,"terça-feira, julho 29, 2008",ter,jul,33,47146
72F,"quarta-feira, julho 30, 2008",qua,jul,22,39291
95F,"quinta-feira, julho 31, 2008",qui,jul,35,48362
97F,"sexta-feira, agosto 01, 2008",sex,ago,35,48362
96F,"sábado, agosto 02, 2008",sab,ago,35,48361
94F,"domingo, agosto 03, 2008",dom,ago,34,47752
95F,"segunda-feira, agosto 04, 2008",seg,ago,34,47751
95F,"terça-feira, agosto 05, 2008",ter,ago,35,48358
94F,"quarta-feira, agosto 06, 2008",qua,ago,34,47749
94F,"quinta-feira, agosto 07, 2008",qui,ago,34,47749
94F,"sexta-feira, agosto 08, 2008",sex,ago,34,47749
96F,"sábado, agosto 09, 2008",sab,ago,35,48358
75F,"domingo, agosto 10, 2008",dom,ago,24,40504
95F,"segunda-feira, agosto 11, 2008",seg,ago,35,48357
94F,"terça-feira, agosto 12, 2008",ter,ago,34,47748
96F,"quarta-feira, agosto 13, 2008",qua,ago,35,48357
96F,"quinta-feira, agosto 14, 2008",qui,ago,35,48356
94F,"sexta-feira, agosto 15, 2008",sex,ago,34,47747
96F,"sábado, agosto 16, 2008",sab,ago,35,48355
91F,"domingo, agosto 17, 2008",dom,ago,32,46527
93F,"segunda-feira, agosto 18, 2008",seg,ago,34,47745
93F,"terça-feira, agosto 19, 2008",ter,ago,33,47136
92F,"quarta-feira, agosto 20, 2008",qua,ago,33,47134
93F,"quinta-feira, agosto 21, 2008",qui,ago,33,47133
95F,"sexta-feira, agosto 22, 2008",sex,ago,34,47741
95F,"sábado, agosto 23, 2008",sab,ago,34,47740
94F,"domingo, agosto 24, 2008",dom,ago,34,47739
97F,"segunda-feira, agosto 25, 2008",seg,ago,36,48957
93F,"terça-feira, agosto 26, 2008",ter,ago,33,47129
92F,"quarta-feira, agosto 27, 2008",qua,ago,33,47128
96F,"quinta-feira, agosto 28, 2008",qui,ago,35,48346
97F,"sexta-feira, agosto 29, 2008",sex,ago,35,48346
94F,"sábado, agosto 30, 2008",sab,ago,34,47736
96F,"domingo, agosto 31, 2008",dom,ago,35,48341
94F,"segunda-feira, setembro 01, 2008",seg,set,34,47731
95F,"terça-feira, setembro 02, 2008",ter,set,34,47731
94F,"quarta-feira, setembro 03, 2008",qua,set,34,47731
96F,"quinta-feira, setembro 04, 2008",qui,set,35,48339
95F,"sexta-feira, setembro 05, 2008",sex,set,34,47729
94F,"sábado, setembro 06, 2008",sab,set,34,47728
93F,"domingo, setembro 07, 2008",dom,set,34,47728
94F,"segunda-feira, setembro 08, 2008",seg,set,34,47727
95F,"terça-feira, setembro 09, 2008",ter,set,35,48336
94F,"quarta-feira, setembro 10, 2008",qua,set,34,47724
94F,"quinta-feira, setembro 11, 2008",qui,set,34,47723
94F,"sexta-feira, setembro 12, 2008",sex,set,34,47722
96F,"sábado, setembro 13, 2008",sab,set,35,48331
93F,"domingo, setembro 14, 2008",dom,set,34,47721
72F,"segunda-feira, setembro 15, 2008",seg,set,22,39259
95F,"terça-feira, setembro 16, 2008",ter,set,35,48329
93F,"quarta-feira, setembro 17, 2008",qua,set,33,47110
93F,"quinta-feira, setembro 18, 2008",qui,set,33,47110
96F,"sexta-feira, setembro 19, 2008",sex,set,35,48328
95F,"sábado, setembro 20, 2008",sab,set,34,47718
95F,"domingo, setembro 21, 2008",dom,set,35,48326
96F,"segunda-feira, setembro 22, 2008",seg,set,35,48326
91F,"terça-feira, setembro 23, 2008",ter,set,32,46498
96F,"quarta-feira, setembro 24, 2008",qua,set,35,48325
92F,"quinta-feira, setembro 25, 2008",qui,set,33,47105
94F,"sexta-feira, setembro 26, 2008",sex,set,34,47712
98F,"sábado, setembro 27, 2008",sab,set,36,48930
94F,"domingo, setembro 28, 2008",dom,set,34,47712
93F,"segunda-feira, setembro 29, 2008",seg,set,33,47102
95F,"terça-feira, setembro 30, 2008",ter,set,34,47711
76F,"quarta-feira, outubro 01, 2008",qua,out,24,40467
75F,"quinta-feira, outubro 02, 2008",qui,out,23,39858
93F,"sexta-feira, outubro 03, 2008",sex,out,34,47709
93F,"sábado, outubro 04, 2008",sab,out,33,47100
94F,"domingo, outubro 05, 2008",dom,out,34,47708
93F,"segunda-feira, outubro 06, 2008",seg,out,33,47099
94F,"terça-feira, outubro 07, 2008",ter,out,34,47707
94F,"quarta-feira, outubro 08, 2008",qua,out,34,47706
94F,"quinta-feira, outubro 09, 2008",qui,out,34,47705
92F,"sexta-feira, outubro 10, 2008",sex,out,33,47096
91F,"sábado, outubro 11, 2008",sab,out,32,46487
91F,"domingo, outubro 12, 2008",dom,out,32,46486
93F,"segunda-feira, outubro 13, 2008",seg,out,33,47094
94F,"terça-feira, outubro 14, 2008",ter,out,34,47702
96F,"quarta-feira, outubro 15, 2008",qua,out,35,48310
91F,"quinta-feira, outubro 16, 2008",qui,out,32,46483
94F,"sexta-feira, outubro 17, 2008",sex,out,34,47700
92F,"sábado, outubro 18, 2008",sab,out,33,47089
95F,"domingo, outubro 19, 2008",dom,out,35,48304
96F,"segunda-feira, outubro 20, 2008",seg,out,35,48303
93F,"terça-feira, outubro 21, 2008",ter,out,34,47693
95F,"quarta-feira, outubro 22, 2008",qua,out,34,47692
92F,"quinta-feira, outubro 23, 2008",qui,out,33,47081
96F,"sexta-feira, outubro 24, 2008",sex,out,35,48299
90F,"sábado, outubro 25, 2008",sab,out,32,46472
90F,"domingo, outubro 26, 2008",dom,out,32,46471
95F,"segunda-feira, outubro 27, 2008",seg,out,35,48298
92F,"terça-feira, outubro 28, 2008",ter,out,33,47080
96F,"quarta-feira, outubro 29, 2008",qua,out,35,48297
97F,"quinta-feira, outubro 30, 2008",qui,out,35,48297
93F,"sexta-feira, outubro 31, 2008",sex,out,33,47079
94F,"sábado, novembro 01, 2008",sab,nov,34,47688
72F,"domingo, novembro 02, 2008",dom,nov,22,39236
72F,"segunda-feira, novembro 03, 2008",seg,nov,22,39236
94F,"terça-feira, novembro 04, 2008",ter,nov,34,47687
93F,"quarta-feira, novembro 05, 2008",qua,nov,34,47687
93F,"quinta-feira, novembro 06, 2008",qui,nov,34,47687
92F,"sexta-feira, novembro 07, 2008",sex,nov,33,47076
94F,"sábado, novembro 08, 2008",sab,nov,34,47685
73F,"domingo, novembro 09, 2008",dom,nov,23,39841
97F,"segunda-feira, novembro 10, 2008",seg,nov,36,48900
93F,"terça-feira, novembro 11, 2008",ter,nov,33,47073
95F,"quarta-feira, novembro 12, 2008",qua,nov,35,48290
94F,"quinta-feira, novembro 13, 2008",qui,nov,34,47680
94F,"sexta-feira, novembro 14, 2008",sex,nov,34,47679
93F,"sábado, novembro 15, 2008",sab,nov,34,47679
96F,"domingo, novembro 16, 2008",dom,nov,35,48288
92F,"segunda-feira, novembro 17, 2008",seg,nov,33,47069
91F,"terça-feira, novembro 18, 2008",ter,nov,33,47068
93F,"quarta-feira, novembro 19, 2008",qua,nov,33,47067
94F,"quinta-feira, novembro 20, 2008",qui,nov,34,47673
94F,"sexta-feira, novembro 21, 2008",sex,nov,34,47673
93F,"sábado, novembro 22, 2008",sab,nov,33,47063
93F,"domingo, novembro 23, 2008",dom,nov,33,47063
94F,"segunda-feira, novembro 24, 2008",seg,nov,34,47671
92F,"terça-feira, novembro 25, 2008",ter,nov,33,47060
98F,"quarta-feira, novembro 26, 2008",qua,nov,36,48886
91F,"quinta-feira, novembro 27, 2008",qui,nov,32,46449
95F,"sexta-feira, novembro 28, 2008",sex,nov,34,47667
94F,"sábado, novembro 29, 2008",sab,nov,34,47667
73F,"domingo, novembro 30, 2008",dom,nov,22,39222
95F,"segunda-feira, dezembro 01, 2008",seg,dez,34,47664
94F,"terça-feira, dezembro 02, 2008",ter,dez,34,47664
90F,"quarta-feira, dezembro 03, 2008",qua,dez,32,46444
96F,"quinta-feira, dezembro 04, 2008",qui,dez,35,48271
92F,"sexta-feira, dezembro 05, 2008",sex,dez,33,47052
90F,"sábado, dezembro 06, 2008",sab,dez,32,46441
95F,"domingo, dezembro 07, 2008",dom,dez,35,48266
92F,"segunda-feira, dezembro 08, 2008",seg,dez,33,47048
91F,"terça-feira, dezembro 09, 2008",ter,dez,32,46438
93F,"quarta-feira, dezembro 10, 2008",qua,dez,33,47046
95F,"quinta-feira, dezembro 11, 2008",qui,dez,34,47654
93F,"sexta-feira, dezembro 12, 2008",sex,dez,34,47654
95F,"sábado, dezembro 13, 2008",sab,dez,34,47654
95F,"domingo, dezembro 14, 2008",dom,dez,34,47653
94F,"segunda-feira, dezembro 15, 2008",seg,dez,34,47653
96F,"terça-feira, dezembro 16, 2008",ter,dez,35,48259
95F,"quarta-feira, dezembro 17, 2008",qua,dez,34,47650
93F,"quinta-feira, dezembro 18, 2008",qui,dez,34,47649
92F,"sexta-feira, dezembro 19, 2008",sex,dez,33,47040
96F,"sábado, dezembro 20, 2008",sab,dez,35,48257
75F,"domingo, dezembro 21, 2008",dom,dez,23,39822
90F,"segunda-feira, dezembro 22, 2008",seg,dez,32,46430
92F,"terça-feira, dezembro 23, 2008",ter,dez,33,47039
93F,"quarta-feira, dezembro 24, 2008",qua,dez,34,47648
98F,"quinta-feira, dezembro 25, 2008",qui,dez,36,48864
93F,"sexta-feira, dezembro 26, 2008",sex,dez,34,47646
92F,"sábado, dezembro 27, 2008",sab,dez,33,47037
97F,"domingo, dezembro 28, 2008",dom,dez,36,48863
92F,"segunda-feira, dezembro 29, 2008",seg,dez,33,47036
93F,"terça-feira, dezembro 30, 2008",ter,dez,34,47645
94F,"quarta-feira, dezembro 31, 2008",qua,dez,34,47644
75F,"quinta-feira, janeiro 01, 2009",qui,jan,23,39818
94F,"sexta-feira, janeiro 02, 2009",sex,jan,34,47643
